n_tries,n_choices,guesses,feedback,won
4,"[6512, 32, 3, 1]","['irony', 'found', 'count', 'mount']","{'false_letters': ['f', 'i', 'y', 'd', 'r', 'c'], 'true_letters': {3: 'n', 1: 'o', 2: 'u', 4: 't', 0: 'm'}, 'misplaced_letters': {2: ['o']}}",1
3,"[6512, 561, 5]","['proud', 'jason', 'jolly']","{'false_letters': ['p', 'u', 'n', 'd', 's', 'a', 'r'], 'true_letters': {0: 'j', 1: 'o', 2: 'l', 3: 'l', 4: 'y'}, 'misplaced_letters': {2: ['o'], 3: ['o']}}",1
2,"[6512, 1]","['watch', 'tawny']","{'false_letters': ['h', 'c'], 'true_letters': {1: 'a', 0: 't', 2: 'w', 3: 'n', 4: 'y'}, 'misplaced_letters': {0: ['w'], 2: ['t']}}",1
4,"[6512, 125, 3, 1]","['bones', 'agent', 'entry', 'unite']","{'false_letters': ['o', 'y', 'g', 'b', 's', 'a', 'r'], 'true_letters': {1: 'n', 0: 'u', 2: 'i', 3: 't', 4: 'e'}, 'misplaced_letters': {2: ['n', 'e', 't'], 3: ['e', 'n'], 4: ['t'], 0: ['e']}}",1
2,"[6512, 113]","['apart', 'prick']","{'false_letters': ['t', 'a'], 'true_letters': {0: 'p', 1: 'r', 2: 'i', 3: 'c', 4: 'k'}, 'misplaced_letters': {1: ['p'], 3: ['r']}}",1
3,"[6512, 28, 2]","['dairy', 'glory', 'story']","{'false_letters': ['i', 'g', 'd', 'a', 'l'], 'true_letters': {3: 'r', 4: 'y', 2: 'o', 0: 's', 1: 't'}, 'misplaced_letters': {}}",1
4,"[6512, 380, 7, 4]","['stamp', 'tired', 'greet', 'enter']","{'false_letters': ['p', 'i', 'g', 'm', 'd', 's', 'a'], 'true_letters': {3: 'e', 0: 'e', 1: 'n', 2: 't', 4: 'r'}, 'misplaced_letters': {1: ['t', 'r'], 0: ['t'], 2: ['r', 'e'], 4: ['t']}}",1
4,"[6512, 136, 37, 3]","['tarry', 'theme', 'twigs', 'twill']","{'false_letters': ['e', 'y', 'g', 'm', 's', 'a', 'r', 'h'], 'true_letters': {0: 't', 1: 'w', 2: 'i', 3: 'l', 4: 'l'}, 'misplaced_letters': {}}",1
4,"[6512, 715, 39, 12]","['steam', 'reign', 'hewed', 'belly']","{'false_letters': ['i', 'n', 'g', 'w', 'm', 'd', 's', 'a', 'r', 't', 'h'], 'true_letters': {1: 'e', 0: 'b', 2: 'l', 3: 'l', 4: 'y'}, 'misplaced_letters': {2: ['e'], 3: ['e']}}",1
6,"[6512, 257, 18, 4, 2, 1]","['pains', 'chest', 'sooty', 'stork', 'stool', 'stood']","{'false_letters': ['p', 'e', 'i', 'y', 'n', 'a', 'r', 'l', 'k', 'h', 'c'], 'true_letters': {0: 's', 2: 'o', 1: 't', 3: 'o', 4: 'd'}, 'misplaced_letters': {4: ['s', 't'], 3: ['s', 't'], 1: ['o']}}",1
5,"[6512, 575, 67, 13, 5]","['spies', 'grass', 'forms', 'yours', 'roots']","{'false_letters': ['p', 'e', 'u', 'i', 'f', 'y', 'g', 'm', 'a'], 'true_letters': {4: 's', 1: 'o', 0: 'r', 2: 'o', 3: 't'}, 'misplaced_letters': {0: ['s'], 1: ['r'], 3: ['s', 'r'], 2: ['r']}}",1
6,"[6512, 102, 5, 4, 3, 2]","['spell', 'wiles', 'files', 'miles', 'tiles', 'giles']","{'false_letters': ['p', 'f', 'w', 'm', 't'], 'true_letters': {1: 'i', 2: 'l', 3: 'e', 4: 's', 0: 'g'}, 'misplaced_letters': {0: ['s'], 2: ['e'], 3: ['l'], 4: ['l']}}",1
4,"[6512, 264, 14, 2]","['shoal', 'built', 'wield', 'rifle']","{'false_letters': ['u', 'o', 'w', 'd', 'b', 's', 'a', 't', 'h'], 'true_letters': {3: 'l', 1: 'i', 0: 'r', 2: 'f', 4: 'e'}, 'misplaced_letters': {4: ['l'], 2: ['i', 'e']}}",1
3,"[6512, 189, 31]","['paths', 'times', 'rests']","{'false_letters': ['p', 'i', 'm', 'a', 'h'], 'true_letters': {4: 's', 0: 'r', 1: 'e', 2: 's', 3: 't'}, 'misplaced_letters': {2: ['t'], 0: ['t'], 3: ['e']}}",1
3,"[6512, 67, 4]","['snaky', 'irony', 'henry']","{'false_letters': ['i', 'o', 's', 'a', 'k'], 'true_letters': {4: 'y', 0: 'h', 1: 'e', 2: 'n', 3: 'r'}, 'misplaced_letters': {1: ['n', 'r'], 3: ['n']}}",1
3,"[6512, 117, 6]","['hardy', 'raise', 'razor']","{'false_letters': ['e', 'i', 'y', 'd', 's', 'h'], 'true_letters': {1: 'a', 0: 'r', 2: 'z', 3: 'o', 4: 'r'}, 'misplaced_letters': {2: ['r']}}",1
6,"[6512, 910, 76, 6, 3, 2]","['goose', 'talks', 'pains', 'hands', 'bands', 'sands']","{'false_letters': ['e', 'p', 'i', 'o', 'g', 'b', 'l', 'k', 't', 'h'], 'true_letters': {1: 'a', 4: 's', 2: 'n', 3: 'd', 0: 's'}, 'misplaced_letters': {3: ['s', 'n']}}",1
4,"[6512, 1242, 13, 1]","['quote', 'abner', 'named', 'naked']","{'false_letters': ['u', 'q', 'o', 'm', 'b', 'r', 't'], 'true_letters': {3: 'e', 0: 'n', 1: 'a', 4: 'd', 2: 'k'}, 'misplaced_letters': {4: ['e'], 0: ['a'], 2: ['n']}}",1
4,"[6512, 1290, 87, 5]","['tempt', 'wield', 'naked', 'added']","{'false_letters': ['p', 'i', 'n', 'w', 'm', 'l', 'k', 't'], 'true_letters': {4: 'd', 3: 'e', 0: 'a', 1: 'd', 2: 'd'}, 'misplaced_letters': {1: ['e', 'a'], 2: ['e']}}",1
4,"[6512, 649, 26, 1]","['fifty', 'stead', 'beast', 'bates']","{'false_letters': ['f', 'i', 'd', 'y'], 'true_letters': {0: 'b', 1: 'a', 2: 't', 3: 'e', 4: 's'}, 'misplaced_letters': {3: ['t', 'a', 's'], 0: ['s'], 1: ['t', 'e'], 2: ['e', 'a'], 4: ['t']}}",1
4,"[6512, 343, 15, 1]","['guide', 'waked', 'bowed', 'owned']","{'false_letters': ['u', 'i', 'g', 'b', 'a', 'k'], 'true_letters': {3: 'e', 4: 'd', 0: 'o', 1: 'w', 2: 'n'}, 'misplaced_letters': {3: ['d'], 4: ['e'], 0: ['w'], 1: ['o'], 2: ['w']}}",1
4,"[6512, 204, 3, 2]","['nurse', 'clime', 'twice', 'voice']","{'false_letters': ['u', 'n', 'w', 'm', 's', 'l', 'r', 't'], 'true_letters': {4: 'e', 2: 'i', 3: 'c', 0: 'v', 1: 'o'}, 'misplaced_letters': {0: ['c']}}",1
4,"[6512, 148, 6, 2]","['right', 'rouse', 'recur', 'ruler']","{'false_letters': ['i', 'o', 'g', 's', 't', 'h', 'c'], 'true_letters': {0: 'r', 4: 'r', 1: 'u', 2: 'l', 3: 'e'}, 'misplaced_letters': {2: ['u'], 4: ['e'], 1: ['e'], 3: ['u']}}",1
4,"[6512, 363, 31, 3]","['fishy', 'nobly', 'candy', 'angry']","{'false_letters': ['f', 'i', 'o', 'd', 'b', 's', 'l', 'h', 'c'], 'true_letters': {4: 'y', 0: 'a', 1: 'n', 2: 'g', 3: 'r'}, 'misplaced_letters': {0: ['n'], 1: ['a'], 2: ['n']}}",1
3,"[6512, 47, 6]","['smith', 'aught', 'heart']","{'false_letters': ['u', 'i', 'g', 'm', 's'], 'true_letters': {4: 't', 0: 'h', 1: 'e', 2: 'a', 3: 'r'}, 'misplaced_letters': {3: ['t', 'h'], 4: ['h'], 0: ['a']}}",1
5,"[6512, 2231, 178, 11, 3]","['block', 'steep', 'added', 'wider', 'rider']","{'false_letters': ['p', 'o', 'w', 'b', 's', 'l', 'a', 'k', 't', 'c'], 'true_letters': {3: 'e', 2: 'd', 1: 'i', 4: 'r', 0: 'r'}, 'misplaced_letters': {2: ['e'], 1: ['d'], 4: ['d']}}",1
4,"[6512, 2010, 60, 5]","['dived', 'pulls', 'blows', 'lacks']","{'false_letters': ['e', 'p', 'u', 'i', 'o', 'v', 'w', 'd', 'b'], 'true_letters': {4: 's', 0: 'l', 1: 'a', 2: 'c', 3: 'k'}, 'misplaced_letters': {2: ['l'], 3: ['l'], 1: ['l']}}",1
2,"[6512, 17]","['water', 'outer']","{'false_letters': ['w', 'a'], 'true_letters': {2: 't', 3: 'e', 4: 'r', 0: 'o', 1: 'u'}, 'misplaced_letters': {}}",1
3,"[6512, 112, 17]","['young', 'toned', 'jonas']","{'false_letters': ['e', 'u', 'y', 'g', 'd', 't'], 'true_letters': {1: 'o', 2: 'n', 0: 'j', 3: 'a', 4: 's'}, 'misplaced_letters': {3: ['n']}}",1
3,"[6512, 409, 6]","['loves', 'wider', 'chief']","{'false_letters': ['o', 'v', 'w', 'd', 's', 'l', 'r'], 'true_letters': {3: 'e', 0: 'c', 1: 'h', 2: 'i', 4: 'f'}, 'misplaced_letters': {1: ['i']}}",1
3,"[6512, 24, 5]","['plead', 'break', 'great']","{'false_letters': ['p', 'd', 'b', 'l', 'k'], 'true_letters': {2: 'e', 3: 'a', 1: 'r', 0: 'g', 4: 't'}, 'misplaced_letters': {}}",1
3,"[6512, 37, 3]","['slide', 'clean', 'alley']","{'false_letters': ['i', 'n', 'd', 's', 'c'], 'true_letters': {1: 'l', 0: 'a', 2: 'l', 3: 'e', 4: 'y'}, 'misplaced_letters': {4: ['e'], 2: ['e'], 3: ['a']}}",1
5,"[6512, 7, 3, 2, 1]","['earth', 'birth', 'north', 'forth', 'worth']","{'false_letters': ['e', 'f', 'i', 'n', 'b', 'a'], 'true_letters': {2: 'r', 3: 't', 4: 'h', 1: 'o', 0: 'w'}, 'misplaced_letters': {}}",1
4,"[6512, 786, 11, 1]","['waxed', 'brute', 'query', 'users']","{'false_letters': ['q', 'y', 'x', 'w', 'd', 'b', 'a', 't'], 'true_letters': {2: 'e', 3: 'r', 0: 'u', 1: 's', 4: 's'}, 'misplaced_letters': {3: ['e'], 1: ['r', 'u'], 2: ['u'], 4: ['e']}}",1
4,"[6512, 206, 91, 37]","['tongs', 'comes', 'fowls', 'doors']","{'false_letters': ['e', 'f', 'n', 'g', 'w', 'm', 'l', 't', 'c'], 'true_letters': {1: 'o', 4: 's', 0: 'd', 2: 'o', 3: 'r'}, 'misplaced_letters': {}}",1
4,"[6512, 138, 23, 9]","['ahead', 'april', 'angry', 'actor']","{'false_letters': ['e', 'p', 'i', 'y', 'n', 'g', 'd', 'l', 'h'], 'true_letters': {0: 'a', 1: 'c', 2: 't', 3: 'o', 4: 'r'}, 'misplaced_letters': {3: ['a', 'r'], 2: ['r']}}",1
4,"[6512, 51, 21, 3]","['girls', 'finer', 'rider', 'river']","{'false_letters': ['f', 'n', 'g', 'd', 's', 'l'], 'true_letters': {1: 'i', 3: 'e', 4: 'r', 0: 'r', 2: 'v'}, 'misplaced_letters': {2: ['r']}}",1
3,"[6512, 1400, 5]","['vocal', 'fires', 'birth']","{'false_letters': ['f', 'e', 'o', 'v', 's', 'a', 'l', 'c'], 'true_letters': {1: 'i', 2: 'r', 0: 'b', 3: 't', 4: 'h'}, 'misplaced_letters': {}}",1
4,"[6512, 259, 11, 1]","['fears', 'lance', 'abide', 'above']","{'false_letters': ['f', 'i', 'n', 'd', 's', 'l', 'r', 'c'], 'true_letters': {4: 'e', 0: 'a', 1: 'b', 2: 'o', 3: 'v'}, 'misplaced_letters': {1: ['e', 'a'], 2: ['a']}}",1
6,"[6512, 372, 16, 7, 3, 2]","['feast', 'cries', 'usher', 'sneer', 'sober', 'sower']","{'false_letters': ['f', 'u', 'i', 'n', 'b', 'a', 't', 'h', 'c'], 'true_letters': {3: 'e', 4: 'r', 0: 's', 1: 'o', 2: 'w'}, 'misplaced_letters': {1: ['e', 'r', 's'], 3: ['s'], 4: ['s'], 2: ['e']}}",1
5,"[6512, 16, 4, 3, 2]","['durst', 'wards', 'yards', 'cards', 'bards']","{'false_letters': ['u', 'y', 'w', 't', 'c'], 'true_letters': {2: 'r', 1: 'a', 3: 'd', 4: 's', 0: 'b'}, 'misplaced_letters': {0: ['d'], 3: ['s']}}",1
3,"[6512, 1255, 11]","['lurid', 'abbey', 'egypt']","{'false_letters': ['u', 'i', 'd', 'b', 'l', 'r', 'a'], 'true_letters': {0: 'e', 1: 'g', 2: 'y', 3: 'p', 4: 't'}, 'misplaced_letters': {3: ['e'], 4: ['y']}}",1
6,"[6512, 120, 7, 5, 4, 3]","['veins', 'mount', 'bound', 'pound', 'hound', 'found']","{'false_letters': ['e', 'p', 'i', 'v', 'm', 'b', 's', 't', 'h'], 'true_letters': {3: 'n', 1: 'o', 2: 'u', 4: 'd', 0: 'f'}, 'misplaced_letters': {}}",1
4,"[6512, 115, 4, 1]","['tears', 'close', 'goose', 'whose']","{'false_letters': ['g', 'l', 'r', 'a', 't', 'c'], 'true_letters': {2: 'o', 3: 's', 4: 'e', 0: 'w', 1: 'h'}, 'misplaced_letters': {1: ['e', 'o'], 4: ['s']}}",1
6,"[6512, 763, 208, 60, 33, 3]","['await', 'giddy', 'bison', 'pills', 'fires', 'sires']","{'false_letters': ['p', 'f', 'o', 'y', 'n', 'w', 'g', 'd', 'b', 'a', 'l', 't'], 'true_letters': {1: 'i', 4: 's', 2: 'r', 3: 'e', 0: 's'}, 'misplaced_letters': {3: ['i'], 2: ['s']}}",1
4,"[6512, 1177, 99, 3]","['folds', 'water', 'humph', 'chuck']","{'false_letters': ['f', 'p', 'e', 'o', 'w', 'd', 'm', 's', 'l', 'a', 'r', 't'], 'true_letters': {0: 'c', 1: 'h', 2: 'u', 3: 'c', 4: 'k'}, 'misplaced_letters': {0: ['h'], 1: ['u'], 4: ['h']}}",1
3,"[6512, 401, 10]","['rebel', 'steam', 'piece']","{'false_letters': ['m', 'b', 's', 'l', 'r', 'a', 't'], 'true_letters': {2: 'e', 0: 'p', 1: 'i', 3: 'c', 4: 'e'}, 'misplaced_letters': {1: ['e'], 3: ['e']}}",1
4,"[6512, 207, 6, 1]","['begat', 'route', 'there', 'three']","{'false_letters': ['u', 'o', 'g', 'b', 'a'], 'true_letters': {4: 'e', 0: 't', 1: 'h', 2: 'r', 3: 'e'}, 'misplaced_letters': {1: ['e'], 4: ['t'], 0: ['r'], 3: ['t', 'r'], 2: ['e']}}",1
5,"[6512, 2646, 17, 6, 1]","['madam', 'youth', 'spout', 'tutor', 'outer']","{'false_letters': ['p', 'y', 'm', 'd', 's', 'a', 'h'], 'true_letters': {1: 'u', 2: 't', 4: 'r', 0: 'o', 3: 'e'}, 'misplaced_letters': {1: ['o'], 2: ['u', 'o'], 3: ['t', 'u', 'o'], 4: ['t'], 0: ['t']}}",1
4,"[6512, 208, 5, 2]","['seven', 'turns', 'tongs', 'tints']","{'false_letters': ['e', 'u', 'o', 'v', 'g', 'r'], 'true_letters': {0: 't', 4: 's', 2: 'n', 1: 'i', 3: 't'}, 'misplaced_letters': {0: ['s'], 4: ['n'], 3: ['n']}}",1
5,"[6512, 919, 248, 52, 2]","['clash', 'snowy', 'keeps', 'times', 'tires']","{'false_letters': ['p', 'o', 'y', 'n', 'w', 'm', 'a', 'l', 'k', 'h', 'c'], 'true_letters': {4: 's', 0: 't', 1: 'i', 3: 'e', 2: 'r'}, 'misplaced_letters': {3: ['s'], 0: ['s'], 1: ['e'], 2: ['e']}}",1
3,"[6512, 116, 9]","['louis', 'smote', 'saxon']","{'false_letters': ['e', 'u', 'i', 'm', 'l', 't'], 'true_letters': {0: 's', 1: 'a', 2: 'x', 3: 'o', 4: 'n'}, 'misplaced_letters': {1: ['o'], 4: ['s'], 2: ['o']}}",1
4,"[6512, 620, 26, 4]","['afoot', 'boyle', 'order', 'owner']","{'false_letters': ['f', 'y', 'd', 'b', 'l', 'a', 't'], 'true_letters': {0: 'o', 3: 'e', 4: 'r', 1: 'w', 2: 'n'}, 'misplaced_letters': {2: ['o'], 3: ['o'], 1: ['o', 'r'], 4: ['e']}}",1
4,"[6512, 232, 32, 6]","['pearl', 'brian', 'straw', 'hagar']","{'false_letters': ['p', 'e', 'i', 'n', 'w', 'b', 's', 'l', 't'], 'true_letters': {3: 'a', 0: 'h', 1: 'a', 2: 'g', 4: 'r'}, 'misplaced_letters': {2: ['a', 'r'], 3: ['r'], 1: ['r']}}",1
4,"[6512, 821, 268, 1]","['elate', 'bench', 'piped', 'spies']","{'false_letters': ['n', 'd', 'b', 'a', 'l', 't', 'h', 'c'], 'true_letters': {3: 'e', 0: 's', 1: 'p', 2: 'i', 4: 's'}, 'misplaced_letters': {0: ['e', 'p'], 4: ['e'], 1: ['e', 'i'], 2: ['p']}}",1
8,"[6512, 170, 42, 17, 5, 3, 2, 1]","['types', 'loose', 'issue', 'snake', 'shame', 'shade', 'shave', 'share']","{'false_letters': ['p', 'u', 'i', 'o', 'y', 'n', 'v', 'm', 'd', 'l', 'k', 't'], 'true_letters': {4: 'e', 0: 's', 2: 'a', 1: 'h', 3: 'r'}, 'misplaced_letters': {3: ['e', 's'], 4: ['s'], 1: ['s'], 2: ['s']}}",0
4,"[6512, 48, 20, 11]","['satan', 'mated', 'catch', 'patty']","{'false_letters': ['e', 'n', 'd', 'm', 's', 'h', 'c'], 'true_letters': {1: 'a', 2: 't', 0: 'p', 3: 't', 4: 'y'}, 'misplaced_letters': {3: ['a']}}",1
4,"[6512, 547, 216, 11]","['parts', 'weeds', 'fools', 'louis']","{'false_letters': ['p', 'e', 'f', 'w', 'd', 'a', 'r', 't'], 'true_letters': {4: 's', 1: 'o', 0: 'l', 2: 'u', 3: 'i'}, 'misplaced_letters': {2: ['o'], 3: ['l']}}",1
4,"[6512, 298, 4, 3]","['tower', 'raise', 'spare', 'share']","{'false_letters': ['p', 'i', 'o', 'w', 't'], 'true_letters': {4: 'e', 0: 's', 2: 'a', 3: 'r', 1: 'h'}, 'misplaced_letters': {3: ['e', 's'], 4: ['r'], 0: ['r'], 1: ['a']}}",1
2,"[6512, 33]","['cheek', 'prick']","{'false_letters': ['e', 'h'], 'true_letters': {4: 'k', 0: 'p', 1: 'r', 2: 'i', 3: 'c'}, 'misplaced_letters': {0: ['c']}}",1
4,"[6512, 1889, 26, 1]","['wring', 'talks', 'steam', 'stamp']","{'false_letters': ['e', 'i', 'n', 'w', 'g', 'l', 'r', 'k'], 'true_letters': {0: 's', 1: 't', 2: 'a', 3: 'm', 4: 'p'}, 'misplaced_letters': {0: ['t'], 1: ['a'], 4: ['s', 'm'], 3: ['a']}}",1
4,"[6512, 1965, 365, 2]","['wheel', 'doing', 'farms', 'craft']","{'false_letters': ['e', 'i', 'o', 'n', 'w', 'g', 'd', 'm', 's', 'l', 'h'], 'true_letters': {0: 'c', 1: 'r', 2: 'a', 3: 'f', 4: 't'}, 'misplaced_letters': {0: ['f'], 1: ['a'], 2: ['r']}}",1
6,"[6512, 414, 25, 6, 5, 4]","['liked', 'plans', 'walls', 'halls', 'falls', 'balls']","{'false_letters': ['e', 'p', 'i', 'f', 'n', 'w', 'd', 'k', 'h'], 'true_letters': {4: 's', 1: 'a', 2: 'l', 3: 'l', 0: 'b'}, 'misplaced_letters': {0: ['l'], 1: ['l'], 2: ['a']}}",1
3,"[6512, 353, 239]","['women', 'bobby', 'hooks']","{'false_letters': ['e', 'y', 'n', 'w', 'm', 'b'], 'true_letters': {1: 'o', 0: 'h', 2: 'o', 3: 'k', 4: 's'}, 'misplaced_letters': {}}",1
5,"[6512, 400, 33, 7, 3]","['abhor', 'spare', 'farms', 'ranks', 'rails']","{'false_letters': ['p', 'e', 'f', 'o', 'n', 'm', 'b', 'k', 'h'], 'true_letters': {1: 'a', 4: 's', 0: 'r', 2: 'i', 3: 'l'}, 'misplaced_letters': {0: ['a', 's'], 4: ['r'], 2: ['a', 'r'], 3: ['r']}}",1
4,"[6512, 432, 8, 2]","['tints', 'sorry', 'curse', 'harsh']","{'false_letters': ['e', 'u', 'i', 'o', 'y', 'n', 't', 'c'], 'true_letters': {2: 'r', 3: 's', 0: 'h', 1: 'a', 4: 'h'}, 'misplaced_letters': {4: ['s'], 0: ['s'], 3: ['r']}}",1
3,"[6512, 155, 1]","['trick', 'teats', 'thane']","{'false_letters': ['i', 's', 'r', 'k', 'c'], 'true_letters': {0: 't', 2: 'a', 1: 'h', 3: 'n', 4: 'e'}, 'misplaced_letters': {1: ['e'], 3: ['t']}}",1
4,"[6512, 499, 42, 1]","['throw', 'amity', 'untie', 'fetid']","{'false_letters': ['u', 'o', 'y', 'n', 'w', 'm', 'a', 'r', 'h'], 'true_letters': {2: 't', 3: 'i', 0: 'f', 1: 'e', 4: 'd'}, 'misplaced_letters': {0: ['t'], 2: ['i'], 3: ['t'], 4: ['e']}}",1
4,"[6512, 887, 28, 3]","['cream', 'titus', 'ships', 'idols']","{'false_letters': ['e', 'p', 'u', 'm', 'a', 'r', 't', 'h', 'c'], 'true_letters': {4: 's', 0: 'i', 1: 'd', 2: 'o', 3: 'l'}, 'misplaced_letters': {1: ['i'], 0: ['s'], 2: ['i']}}",1
5,"[6512, 928, 21, 10, 1]","['scarf', 'tenth', 'begun', 'melon', 'demon']","{'false_letters': ['f', 'u', 'g', 'b', 's', 'a', 'r', 'l', 't', 'h', 'c'], 'true_letters': {1: 'e', 4: 'n', 3: 'o', 0: 'd', 2: 'm'}, 'misplaced_letters': {2: ['n'], 0: ['m']}}",1
4,"[6512, 296, 11, 4]","['uncle', 'zones', 'spend', 'shewn']","{'false_letters': ['p', 'u', 'z', 'o', 'd', 'l', 'c'], 'true_letters': {0: 's', 2: 'e', 1: 'h', 3: 'w', 4: 'n'}, 'misplaced_letters': {1: ['n'], 4: ['e', 's'], 2: ['n'], 3: ['e', 'n']}}",1
4,"[6512, 569, 176, 13]","['fancy', 'value', 'masks', 'hadst']","{'false_letters': ['f', 'e', 'u', 'y', 'v', 'n', 'm', 'l', 'k', 'c'], 'true_letters': {1: 'a', 0: 'h', 2: 'd', 3: 's', 4: 't'}, 'misplaced_letters': {2: ['s'], 4: ['s']}}",1
3,"[6512, 65, 3]","['pains', 'cries', 'stirs']","{'false_letters': ['p', 'e', 'n', 'a', 'c'], 'true_letters': {2: 'i', 4: 's', 0: 's', 1: 't', 3: 'r'}, 'misplaced_letters': {1: ['r']}}",1
4,"[6512, 1686, 106, 1]","['stump', 'vowed', 'angel', 'green']","{'false_letters': ['p', 'u', 'o', 'v', 'w', 'm', 'd', 's', 'a', 'l', 't'], 'true_letters': {3: 'e', 0: 'g', 1: 'r', 2: 'e', 4: 'n'}, 'misplaced_letters': {1: ['n'], 2: ['g']}}",1
3,"[6512, 231, 6]","['bored', 'spear', 'grape']","{'false_letters': ['d', 'o', 'b', 's'], 'true_letters': {0: 'g', 1: 'r', 2: 'a', 3: 'p', 4: 'e'}, 'misplaced_letters': {2: ['r', 'e'], 3: ['e', 'a'], 1: ['p'], 4: ['r']}}",1
5,"[6512, 309, 60, 11, 1]","['wound', 'depth', 'rider', 'blade', 'evade']","{'false_letters': ['p', 'u', 'i', 'o', 'n', 'w', 'b', 'l', 'r', 't', 'h'], 'true_letters': {2: 'a', 3: 'd', 4: 'e', 0: 'e', 1: 'v'}, 'misplaced_letters': {4: ['d'], 0: ['d'], 1: ['e'], 2: ['d'], 3: ['e']}}",1
4,"[6512, 726, 43, 1]","['james', 'block', 'front', 'ivory']","{'false_letters': ['e', 'f', 'j', 'n', 'm', 'b', 's', 'a', 'l', 'k', 't', 'c'], 'true_letters': {2: 'o', 0: 'i', 1: 'v', 3: 'r', 4: 'y'}, 'misplaced_letters': {1: ['r']}}",1
4,"[6512, 251, 33, 5]","['scope', 'swims', 'stays', 'sands']","{'false_letters': ['p', 'e', 'i', 'o', 'y', 'w', 'm', 't', 'c'], 'true_letters': {0: 's', 4: 's', 1: 'a', 2: 'n', 3: 'd'}, 'misplaced_letters': {2: ['a']}}",1
4,"[6512, 25, 3, 2]","['jolly', 'bally', 'billy', 'belly']","{'false_letters': ['j', 'i', 'o', 'a'], 'true_letters': {2: 'l', 3: 'l', 4: 'y', 0: 'b', 1: 'e'}, 'misplaced_letters': {}}",1
3,"[6512, 1021, 20]","['heave', 'sally', 'lilac']","{'false_letters': ['e', 'y', 'v', 's', 'h'], 'true_letters': {2: 'l', 0: 'l', 1: 'i', 3: 'a', 4: 'c'}, 'misplaced_letters': {2: ['a'], 1: ['a'], 3: ['l']}}",1
3,"[6512, 7, 3]","['blows', 'crown', 'drown']","{'false_letters': ['l', 'b', 's', 'c'], 'true_letters': {2: 'o', 3: 'w', 1: 'r', 4: 'n', 0: 'd'}, 'misplaced_letters': {}}",1
5,"[6512, 76, 8, 3, 1]","['sheer', 'sorry', 'storm', 'scorn', 'sworn']","{'false_letters': ['e', 'y', 'm', 't', 'h', 'c'], 'true_letters': {0: 's', 3: 'r', 2: 'o', 4: 'n', 1: 'w'}, 'misplaced_letters': {4: ['r'], 1: ['o'], 2: ['r']}}",1
3,"[6512, 199, 3]","['pulse', 'exalt', 'alert']","{'false_letters': ['p', 'u', 's', 'x'], 'true_letters': {4: 't', 0: 'a', 1: 'l', 2: 'e', 3: 'r'}, 'misplaced_letters': {2: ['l', 'a'], 4: ['e'], 0: ['e'], 3: ['l']}}",1
3,"[6512, 27, 6]","['aloud', 'woody', 'goods']","{'false_letters': ['u', 'y', 'w', 'l', 'a'], 'true_letters': {2: 'o', 1: 'o', 3: 'd', 0: 'g', 4: 's'}, 'misplaced_letters': {4: ['d']}}",1
4,"[6512, 734, 51, 3]","['plate', 'bones', 'every', 'weird']","{'false_letters': ['p', 'o', 'y', 'v', 'n', 'b', 's', 'l', 'a', 't'], 'true_letters': {3: 'r', 0: 'w', 1: 'e', 2: 'i', 4: 'd'}, 'misplaced_letters': {4: ['e'], 3: ['e'], 0: ['e'], 2: ['e']}}",1
5,"[6512, 791, 258, 44, 2]","['falls', 'rocks', 'twins', 'seeds', 'seems']","{'false_letters': ['f', 'i', 'o', 'n', 'w', 'd', 'l', 'r', 'a', 'k', 't', 'c'], 'true_letters': {4: 's', 0: 's', 1: 'e', 2: 'e', 3: 'm'}, 'misplaced_letters': {}}",1
3,"[6512, 56, 17]","['andes', 'thane', 'began']","{'false_letters': ['t', 'h', 'd', 's'], 'true_letters': {0: 'b', 1: 'e', 2: 'g', 3: 'a', 4: 'n'}, 'misplaced_letters': {0: ['a'], 1: ['n'], 3: ['e', 'n'], 2: ['a'], 4: ['e']}}",1
4,"[6512, 109, 24, 2]","['sperm', 'pinks', 'hoops', 'chaps']","{'false_letters': ['e', 'i', 'o', 'n', 'm', 'r', 'k'], 'true_letters': {4: 's', 3: 'p', 0: 'c', 1: 'h', 2: 'a'}, 'misplaced_letters': {0: ['s', 'p', 'h'], 1: ['p']}}",1
3,"[6512, 137, 17]","['names', 'parks', 'darts']","{'false_letters': ['e', 'p', 'n', 'm', 'k'], 'true_letters': {1: 'a', 4: 's', 2: 'r', 0: 'd', 3: 't'}, 'misplaced_letters': {}}",1
3,"[6512, 104, 1]","['shine', 'wrong', 'wound']","{'false_letters': ['e', 'i', 'g', 's', 'r', 'h'], 'true_letters': {3: 'n', 0: 'w', 1: 'o', 2: 'u', 4: 'd'}, 'misplaced_letters': {2: ['o']}}",1
5,"[6512, 292, 52, 8, 4]","['scene', 'local', 'craft', 'hatch', 'match']","{'false_letters': ['e', 'f', 'o', 'n', 's', 'l', 'r'], 'true_letters': {1: 'a', 2: 't', 3: 'c', 4: 'h', 0: 'm'}, 'misplaced_letters': {1: ['c'], 2: ['c', 'a'], 3: ['a'], 0: ['c', 'h'], 4: ['t']}}",1
